film,track_name,artist_x,url,directory,filename,titles,name,artist_y,URL,midi_title
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-1.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-1.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-1.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-2.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-2.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-2.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-3.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-3.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood-3.mid,don t let me be misunderstood ,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood 
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\D\D,Don't-Let-Me-Be-Misunderstood.mid,don t let me be misunderstood,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,don t let me be misunderstood
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\S\S,S.ESMERALDA.Don't let me be misunde K.MID,s esmeralda don t let me be misunde k,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/6rhVKeUhQTGLIRmQOfc9Wo,s esmeralda don t let me be misunde k
pulp fiction,Don't Let Me Be Misunderstood,Santa Esmeralda,https://open.spotify.com/track/1syNzHIZtwHrVCuEPZEgFg,data\midis\Big_Data_Set\T\T,The_Animals_-_Don't_Let_Me_Be_Misunderstood.mid,the animals don t let me be misunderstood,Don't Let Me Be Misunderstood,The Animals,https://open.spotify.com/track/7vYA9ET5AUqJt5pBbhKmcB,the animals don t let me be misunderstood
high fidelity,Modern Love - 2018 Remaster,David Bowie,https://open.spotify.com/track/3gxEZXUjrNbl3TlSrTGbR5,data\midis\Big_Data_Set\D\D,David Bowie - Modern Love.mid,david bowie modern love,Modern Love - 2018 Remaster,David Bowie,https://open.spotify.com/track/3gxEZXUjrNbl3TlSrTGbR5,david bowie modern love
high fidelity,Modern Love - 2018 Remaster,David Bowie,https://open.spotify.com/track/3gxEZXUjrNbl3TlSrTGbR5,data\midis\Big_Data_Set\D\D,David Bowie - Modern Love.mid,david bowie modern love,Modern Love - 2018 Remaster,David Bowie,https://open.spotify.com/track/3gxEZXUjrNbl3TlSrTGbR5,david bowie modern love
high fidelity,Modern Love - 2018 Remaster,David Bowie,https://open.spotify.com/track/3gxEZXUjrNbl3TlSrTGbR5,data\midis\Big_Data_Set\D\D,david_bowie-modern_love.mid,david bowie modern love,Modern Love - 2018 Remaster,David Bowie,https://open.spotify.com/track/3gxEZXUjrNbl3TlSrTGbR5,david bowie modern love
high fidelity,Modern Love - 2018 Remaster,David Bowie,https://open.spotify.com/track/3gxEZXUjrNbl3TlSrTGbR5,data\midis\Big_Data_Set\D\D,david_bowie-modern_love.mid,david bowie modern love,Modern Love - 2018 Remaster,David Bowie,https://open.spotify.com/track/3gxEZXUjrNbl3TlSrTGbR5,david bowie modern love
high fidelity,I Can't Stand the Rain,Ann Peebles,https://open.spotify.com/track/0CcL4kSHKIEwF3IW0BGgb6,data\midis\Big_Data_Set\I\I,I-Can't-Stand-The-Rain.mid,i can t stand the rain,I Can't Stand the Rain,Ann Peebles,https://open.spotify.com/track/0CcL4kSHKIEwF3IW0BGgb6,i can t stand the rain
high fidelity,I Can't Stand the Rain,Ann Peebles,https://open.spotify.com/track/0CcL4kSHKIEwF3IW0BGgb6,data\midis\Big_Data_Set\T\T,TURNER.I can't stand the rain K.mid,turner i can t stand the rain k,I Can't Stand the Rain,Adrienne Warren,https://open.spotify.com/track/3K5gT7HayckCZDckEfKc9N,turner i can t stand the rain k
high fidelity,Lovin' You,Minnie Riperton,https://open.spotify.com/track/3ebYtLVuV4HzEZUDcpZB9p,data\midis\Big_Data_Set\M\M,M.RIPPERTON.Lovin you.mid,m ripperton lovin you,Lovin' You,Minnie Riperton,https://open.spotify.com/track/4twhYPDyCP6ICeW3TtQVxP,m ripperton lovin you
high fidelity,Is It Any Wonder?,Durand Jones & The Indications,https://open.spotify.com/track/5dnvWWkwwFJoDDc0QoSbvf,data\midis\Big_Data_Set\K\K,keane-is_it_any_wonder.mid,keane is it any wonder,Is It Any Wonder?,Keane,https://open.spotify.com/track/3RyuWd7xlLJdLddH6Kt2o6,keane is it any wonder
high fidelity,Nothing Compares 2 U,Sinéad O'Connor,https://open.spotify.com/track/3nvuPQTw2zuFAVuLsC9IYQ,data\midis\Big_Data_Set\N\N,Nothing-Compares-2-U.mid,nothing compares u,Nothing Compares 2 U,Stanryck,https://open.spotify.com/track/1MxCkXpfvMbVYmND9LDeuV,nothing compares u
high fidelity,I Get Lonely,Janet Jackson,https://open.spotify.com/track/5xLDmkobOw674TLTBBmnuN,data\midis\Big_Data_Set\J\J,janet_jackson-i_get_lonely.mid,janet jackson i get lonely,I Get Lonely,Janet Jackson,https://open.spotify.com/track/5xLDmkobOw674TLTBBmnuN,janet jackson i get lonely
high fidelity,Another Night,The Men,https://open.spotify.com/track/3x2kMMjAMfZvgV9PacT3Mw,data\midis\Big_Data_Set\R\R,Real_McCoy_-_Another_Night.mid,real mccoy another night,Another Night,Real McCoy,https://open.spotify.com/track/3pEuO9J2MTEmec8kUfYYvl,real mccoy another night
high fidelity,Patience,TEYMORI,https://open.spotify.com/track/4LY8xYSc7vDcJqynACF07s,data\midis\Big_Data_Set\G\G,GUNS'N ROSES.Patience.mid,guns n roses patience,Patience,Guns N' Roses,https://open.spotify.com/track/1OEoNpiyqBghuEUaT6Je6U,guns n roses patience
high fidelity,Patience,TEYMORI,https://open.spotify.com/track/4LY8xYSc7vDcJqynACF07s,data\midis\Big_Data_Set\G\G,GUNS'N ROSES.Patience.mid,guns n roses patience,Patience,Guns N' Roses,https://open.spotify.com/track/1OEoNpiyqBghuEUaT6Je6U,guns n roses patience
high fidelity,Patience,TEYMORI,https://open.spotify.com/track/4LY8xYSc7vDcJqynACF07s,data\midis\Big_Data_Set\G\G,guns_n_roses-patience.mid,guns n roses patience,Patience,Guns N' Roses,https://open.spotify.com/track/1OEoNpiyqBghuEUaT6Je6U,guns n roses patience
high fidelity,Patience,TEYMORI,https://open.spotify.com/track/4LY8xYSc7vDcJqynACF07s,data\midis\Big_Data_Set\G\G,guns_n_roses-patience.mid,guns n roses patience,Patience,Guns N' Roses,https://open.spotify.com/track/1OEoNpiyqBghuEUaT6Je6U,guns n roses patience
high fidelity,Patience,TEYMORI,https://open.spotify.com/track/4LY8xYSc7vDcJqynACF07s,data\midis\Big_Data_Set\T\T,take_that-patience.mid,take that patience,Patience,Take That,https://open.spotify.com/track/0v0EZLRftWKqvFfwurjw02,take that patience
purple rain,Possessed,Prince,https://open.spotify.com/track/7LRFpwHtvPl3OoRLpPkpZ1,data\midis\Big_Data_Set\S\S,Satyricon - Possessed.mid,satyricon possessed,Possessed,Satyricon,https://open.spotify.com/track/1X02gO2KFm67K01JvuIML5,satyricon possessed
purple rain,When Doves Cry,Prince,https://open.spotify.com/track/51H2y6YrNNXcy3dfc3qSbA,data\midis\Big_Data_Set\P\P,PRINCE.When doves cry K.mid,prince when doves cry k,When Doves Cry,Purple Knights,https://open.spotify.com/track/4Ovqi2V0gW2D65egtEuawd,prince when doves cry k
purple rain,When Doves Cry,Prince,https://open.spotify.com/track/51H2y6YrNNXcy3dfc3qSbA,data\midis\Big_Data_Set\P\P,Prince_When_Doves_Cry.mid,prince when doves cry,When Doves Cry,Prince,https://open.spotify.com/track/51H2y6YrNNXcy3dfc3qSbA,prince when doves cry
reservoir dogs,Little Green Bag,George Baker Selection,https://open.spotify.com/track/6mKUGqj2gPtIDJLEYQXuBm,data\midis\Big_Data_Set\L\L,Little-Green-Bag.mid,little green bag,Little Green Bag,George Baker Selection,https://open.spotify.com/track/4DR5MStkWtDYf17jBUOo0V,little green bag
pulp fiction,Little Green Bag,George Baker Selection,https://open.spotify.com/track/39wnr7crppEjAKAyg1csS7,data\midis\Big_Data_Set\L\L,Little-Green-Bag.mid,little green bag,Little Green Bag,George Baker Selection,https://open.spotify.com/track/4DR5MStkWtDYf17jBUOo0V,little green bag
reservoir dogs,Magic Carpet Ride,Bedlam,https://open.spotify.com/track/53y8Wbr1lQUJVFIiGN3DDO,data\midis\Big_Data_Set\M\M,Magic-Carpet-Ride-1.mid,magic carpet ride ,Magic Carpet Ride,Steppenwolf,https://open.spotify.com/track/4c4jJJoaiY21t2TyRZgdWS,magic carpet ride 
reservoir dogs,Magic Carpet Ride,Bedlam,https://open.spotify.com/track/53y8Wbr1lQUJVFIiGN3DDO,data\midis\Big_Data_Set\M\M,Magic-Carpet-Ride-1.mid,magic carpet ride ,Magic Carpet Ride,Steppenwolf,https://open.spotify.com/track/4c4jJJoaiY21t2TyRZgdWS,magic carpet ride 
reservoir dogs,Magic Carpet Ride,Bedlam,https://open.spotify.com/track/53y8Wbr1lQUJVFIiGN3DDO,data\midis\Big_Data_Set\M\M,Magic-Carpet-Ride-2.mid,magic carpet ride ,Magic Carpet Ride,Steppenwolf,https://open.spotify.com/track/4c4jJJoaiY21t2TyRZgdWS,magic carpet ride 
reservoir dogs,Magic Carpet Ride,Bedlam,https://open.spotify.com/track/53y8Wbr1lQUJVFIiGN3DDO,data\midis\Big_Data_Set\M\M,Magic-Carpet-Ride-2.mid,magic carpet ride ,Magic Carpet Ride,Steppenwolf,https://open.spotify.com/track/4c4jJJoaiY21t2TyRZgdWS,magic carpet ride 
reservoir dogs,Magic Carpet Ride,Bedlam,https://open.spotify.com/track/53y8Wbr1lQUJVFIiGN3DDO,data\midis\Big_Data_Set\S\S,Steppenwolf_Magic_Carpet_Ride.mid,steppenwolf magic carpet ride,Magic Carpet Ride,Steppenwolf,https://open.spotify.com/track/4c4jJJoaiY21t2TyRZgdWS,steppenwolf magic carpet ride
reservoir dogs,Stuck In The Middle With You,Stealers Wheel,https://open.spotify.com/track/08NLAJTO0CBHd2XLHgLxvX,data\midis\Big_Data_Set\S\S,Stealers_Wheel_-_Stuck_in_the_Middle_With_You.mid,stealers wheel stuck in the middle with you,Stuck In The Middle With You,Stealers Wheel,https://open.spotify.com/track/1b7LMtXCXGc2EwOIplI35z,stealers wheel stuck in the middle with you
reservoir dogs,Stuck In The Middle With You,Stealers Wheel,https://open.spotify.com/track/08NLAJTO0CBHd2XLHgLxvX,data\midis\Big_Data_Set\S\S,stuckinthemiddle.mid,stuckinthemiddle,Stuck In The Middle With You,Stealers Wheel,https://open.spotify.com/track/1b7LMtXCXGc2EwOIplI35z,stuckinthemiddle
pulp fiction,Stuck In The Middle With You,Stealers Wheel,https://open.spotify.com/track/2ckVLgGVh77JtrbEK2W6E3,data\midis\Big_Data_Set\S\S,Stealers_Wheel_-_Stuck_in_the_Middle_With_You.mid,stealers wheel stuck in the middle with you,Stuck In The Middle With You,Stealers Wheel,https://open.spotify.com/track/1b7LMtXCXGc2EwOIplI35z,stealers wheel stuck in the middle with you
pulp fiction,Stuck In The Middle With You,Stealers Wheel,https://open.spotify.com/track/2ckVLgGVh77JtrbEK2W6E3,data\midis\Big_Data_Set\S\S,stuckinthemiddle.mid,stuckinthemiddle,Stuck In The Middle With You,Stealers Wheel,https://open.spotify.com/track/1b7LMtXCXGc2EwOIplI35z,stuckinthemiddle
reservoir dogs,Green Hornet,Al Hirt,https://open.spotify.com/track/0Rynk2V7LyLgBUjTMxvbEJ,data\midis\TV_Themes_www.tv-timewarp.co.uk_MIDIRip,GreenHornet.mid,greenhornet,Green Hornet,Al Hirt,https://open.spotify.com/track/0Rynk2V7LyLgBUjTMxvbEJ,greenhornet
reservoir dogs,The Lonely Shepherd,Zamfir,https://open.spotify.com/track/3OQEVjVEQ6CvfAJ6XhTs6c,data\midis\Big_Data_Set\T\T,The-Lonely-Shepherd.mid,the lonely shepherd,The Lonely Shepherd,Zamfir,https://open.spotify.com/track/3OQEVjVEQ6CvfAJ6XhTs6c,the lonely shepherd
reservoir dogs,You Never Can Tell,Chuck Berry,https://open.spotify.com/track/6ZYrpw9ZAMhjgCY5ey870W,data\midis\Big_Data_Set\C\C,C.BERRY.You never can tell.mid,c berry you never can tell,You Never Can Tell,Chuck Berry,https://open.spotify.com/track/6FT83pFXKhDlXDsNJFAHWz,c berry you never can tell
pulp fiction,You Never Can Tell,Chuck Berry,https://open.spotify.com/track/5zBcCuhVgll3iM4aJcaujN,data\midis\Big_Data_Set\C\C,C.BERRY.You never can tell.mid,c berry you never can tell,You Never Can Tell,Chuck Berry,https://open.spotify.com/track/6FT83pFXKhDlXDsNJFAHWz,c berry you never can tell
reservoir dogs,Out of Limits,The Marketts,https://open.spotify.com/track/2bvBx1fmss19ifYBLhuaH2,data\midis\Guitar_midkar.com_MIDIRip\poprock,out_of_limits-the-marketts_gr.mid,out of limits the marketts gr,Out of Limits,The Marketts,https://open.spotify.com/track/1RoyaDpjGZ718QrEgKtVY0,out of limits the marketts gr
pulp fiction,Out of Limits,The Marketts,https://open.spotify.com/track/7xAJpAeopaV6rilu3iiwME,data\midis\Guitar_midkar.com_MIDIRip\poprock,out_of_limits-the-marketts_gr.mid,out of limits the marketts gr,Out of Limits,The Marketts,https://open.spotify.com/track/1RoyaDpjGZ718QrEgKtVY0,out of limits the marketts gr
reservoir dogs,Django,Luis Bacalov,https://open.spotify.com/track/008wXvCVu8W8vCbq5VQDlC,data\midis\Big_Data_Set\M\M,MODERN JAZZ Q.Django.mid,modern jazz q django,Django,The Modern Jazz Quartet,https://open.spotify.com/track/1wHKgpL6wb7V922tOJCIl3,modern jazz q django
django unchained,Django,Luis Bacalov,https://open.spotify.com/track/6I2BDcHnG8De0Kn7mVSNZE,data\midis\Big_Data_Set\M\M,MODERN JAZZ Q.Django.mid,modern jazz q django,Django,The Modern Jazz Quartet,https://open.spotify.com/track/1wHKgpL6wb7V922tOJCIl3,modern jazz q django
pulp fiction,Jungle Boogie,Kool & The Gang,https://open.spotify.com/track/4qxCDr5DquZsfaK7lvnY9G,data\midis\Big_Data_Set\K\K,KOOL-GANG.Jungle boogie.mid,kool gang jungle boogie,Jungle Boogie,Kool & The Gang,https://open.spotify.com/track/3K0SJUQNbOkUprTFcwwAKN,kool gang jungle boogie
pulp fiction,Jungle Boogie,Kool & The Gang,https://open.spotify.com/track/4qxCDr5DquZsfaK7lvnY9G,data\midis\Big_Data_Set\K\K,Kool_&_the_Gang_Jungle_Boogie.mid,kool the gang jungle boogie,Jungle Boogie,Kool & The Gang,https://open.spotify.com/track/3K0SJUQNbOkUprTFcwwAKN,kool the gang jungle boogie
pulp fiction,Let's Stay Together,Al Green,https://open.spotify.com/track/3uJ8zHRASayItvcSRh8TIm,data\midis\Big_Data_Set\A\A,Al_Green_-_Lets_Stay_Together.mid,al green lets stay together,Let's Stay Together,Al Green,https://open.spotify.com/track/63xdwScd1Ai1GigAwQxE8y,al green lets stay together
pulp fiction,Let's Stay Together,Al Green,https://open.spotify.com/track/3uJ8zHRASayItvcSRh8TIm,data\midis\Big_Data_Set\L\L,Let's-Stay-Together.mid,let s stay together,Let's Stay Together,Al Green,https://open.spotify.com/track/63xdwScd1Ai1GigAwQxE8y,let s stay together
pulp fiction,Let's Stay Together,Al Green,https://open.spotify.com/track/3uJ8zHRASayItvcSRh8TIm,data\midis\Guitar_midkar.com_MIDIRip\MidiStudio\DAckley,letsstaytogether.mid,letsstaytogether,Let's Stay Together,Al Green,https://open.spotify.com/track/63xdwScd1Ai1GigAwQxE8y,letsstaytogether
pulp fiction,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/4OTw5splgMdlYklwHMHxLK,data\midis\Big_Data_Set\L\L,Long-Cool-Woman-(In-A-Black-Dress)-1.mid,long cool woman in a black dress ,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/5UwbnHhjnbinJH8TefuQfN,long cool woman in a black dress 
pulp fiction,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/4OTw5splgMdlYklwHMHxLK,data\midis\Big_Data_Set\L\L,Long-Cool-Woman-(In-A-Black-Dress)-1.mid,long cool woman in a black dress ,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/5UwbnHhjnbinJH8TefuQfN,long cool woman in a black dress 
pulp fiction,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/4OTw5splgMdlYklwHMHxLK,data\midis\Big_Data_Set\L\L,Long-Cool-Woman-(In-A-Black-Dress)-2.mid,long cool woman in a black dress ,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/5UwbnHhjnbinJH8TefuQfN,long cool woman in a black dress 
pulp fiction,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/4OTw5splgMdlYklwHMHxLK,data\midis\Big_Data_Set\L\L,Long-Cool-Woman-(In-A-Black-Dress)-2.mid,long cool woman in a black dress ,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/5UwbnHhjnbinJH8TefuQfN,long cool woman in a black dress 
pulp fiction,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/4OTw5splgMdlYklwHMHxLK,data\midis\Big_Data_Set\T\T,The_Hollies_-_Long_Cool_Woman.mid,the hollies long cool woman,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,https://open.spotify.com/track/5UwbnHhjnbinJH8TefuQfN,the hollies long cool woman
pulp fiction,Green Onions,Booker T. & the M.G.'s,https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP,data\midis\Big_Data_Set\B\B,booker_t_and_the_mgs_-_green_onions.mid,booker t and the mgs green onions,Green Onions,Booker T. & the M.G.'s,https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP,booker t and the mgs green onions
pulp fiction,Green Onions,Booker T. & the M.G.'s,https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP,data\midis\Big_Data_Set\T\T,THE BLUES BR.Green onions.mid,the blues br green onions,Green Onions,The Blues Brothers,https://open.spotify.com/track/0AW6QqUSLSCGJpVUX7GTAE,the blues br green onions
pulp fiction,Green Onions,Booker T. & the M.G.'s,https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP,data\midis\Guitar_midkar.com_MIDIRip\poprock,telstar_gr.mid,telstar gr,Green Onions,The Ventures,https://open.spotify.com/track/369bfIbzO4LBeaKKlop0CG,telstar gr
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,riders on the storm.mid,riders on the storm,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,riders on the storm
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,Riders-On-The-Storm-1.mid,riders on the storm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,riders on the storm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,Riders-On-The-Storm-1.mid,riders on the storm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,riders on the storm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,Riders-On-The-Storm-2.mid,riders on the storm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,riders on the storm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,Riders-On-The-Storm-2.mid,riders on the storm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,riders on the storm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm.mid,ridersonthestorm,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm2.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm2.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm2.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm2.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm4.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm4.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm4.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm4.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm5.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm5.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm5.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm5.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm6.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm6.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
pulp fiction,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,data\midis\Big_Data_Set\R\R,RidersOnTheStorm6.mid,ridersonthestorm ,Riders on the Storm,The Doors,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,ridersonthestorm 
